timestamp,snow,rain,maxwspd,precip,debris
2014-03-03,1,0,26,0.0,1
2014-03-04,1,0,19,0.0,6
2014-03-05,1,0,27,0.25,9
2014-03-06,0,0,19,0.00,2
2014-03-07,0,0,26,0.0,3
2014-03-08,1,0,35,0.25,16
2014-03-09,0,0,35,0.00,29
2014-03-10,0,0,34,0.00,56
2014-03-11,1,1,42,9.40,40
2014-03-12,1,0,48,3.30,38
2014-03-13,0,0,29,0.00,21
2014-03-14,0,0,47,0.00,6
2014-03-15,1,0,39,0.0,44
2014-03-16,1,0,48,0.0,66
2014-03-17,0,0,23,0.00,30
2014-03-18,0,0,37,0.00,58
2014-03-19,0,1,39,9.91,34
2014-03-20,1,0,32,0.0,13
2014-03-21,1,1,40,0.0,22
2014-03-22,0,0,39,0.0,49
2014-03-23,1,0,29,0.0,55
2014-03-24,0,0,23,0.00,60
2014-03-25,1,0,37,0.0,43
2014-03-26,0,0,35,0.00,34
2014-03-27,0,1,47,3.05,11
2014-03-28,0,1,50,1.02,18
2014-03-29,0,0,32,0.00,85
2014-03-30,0,0,27,0.00,87
2014-03-31,0,1,47,0.76,54
2014-04-01,0,0,52,0.00,24
2014-04-02,0,1,29,0.0,50
2014-04-03,0,1,42,27.43,15
2014-04-04,0,1,48,0.25,17
2014-04-05,0,0,26,0.00,65
2014-04-06,0,0,23,0.00,76
2014-04-07,0,0,32,0.00,64
2014-04-08,0,1,26,0.51,54
2014-04-09,0,0,34,0.00,64
2014-04-10,0,0,39,0.00,19
2014-04-11,0,0,32,0.00,26
2014-04-12,0,0,50,0.00,64
2014-04-13,0,1,47,11.43,45
2014-04-14,1,1,48,4.06,73
2014-04-15,1,0,29,0.0,58
2014-04-16,0,0,40,0.00,51
2014-04-17,0,0,32,0.00,27
2014-04-18,0,0,27,0.00,19
2014-04-19,0,0,26,0.00,87
2014-04-20,0,0,26,0.00,101
2014-04-21,0,1,39,12.95,87
2014-04-22,0,0,39,0.00,66
2014-04-23,0,1,27,0.51,78
2014-04-24,0,1,42,0.25,26
2014-04-25,0,1,40,6.10,22
2014-04-26,0,1,37,0.25,74
2014-04-27,0,1,47,0.76,74
2014-04-28,0,1,50,12.19,55
2014-04-29,0,1,42,2.79,39
2014-04-30,0,1,34,3.05,41
2014-05-01,0,1,40,2.29,19
2014-05-02,0,1,27,1.02,16
2014-05-03,0,0,42,0.00,69
2014-05-04,0,0,27,0.00,81
2014-05-05,0,1,35,0.25,100
2014-05-06,0,0,35,0.00,63
2014-05-07,0,1,32,0.0,63
2014-05-08,0,0,53,0.00,22
2014-05-09,0,1,45,36.32,13
2014-05-10,0,0,27,0.00,103
2014-05-11,0,1,45,10.41,126
2014-05-12,0,1,45,0.76,77
2014-05-13,0,1,34,3.56,82
2014-05-14,0,1,35,1.52,28
2014-05-15,0,1,45,6.60,22
2014-05-16,0,1,27,2.03,32
2014-05-17,0,0,26,0.00,74
2014-05-18,0,0,27,0.00,84
2014-05-19,0,1,42,0.0,83
2014-05-20,0,1,47,16.26,71
2014-05-21,0,0,34,0.25,71
2014-05-22,0,0,27,0.00,24
2014-05-23,0,0,26,0.00,24
2014-05-24,0,0,21,0.00,23
2014-05-25,0,0,26,0.00,90
2014-05-26,0,1,29,2.03,79
2014-05-27,0,1,37,12.70,69
2014-05-28,0,1,32,17.27,63
2014-05-29,0,0,29,0.00,41
2014-05-30,0,0,24,0.00,36
2014-05-31,0,0,26,0.00,117
2014-06-01,0,0,42,0.0,115
2014-06-02,0,1,60,5.08,71
2014-06-03,0,0,35,0.00,117
2014-06-04,0,1,34,3.05,58
2014-06-05,0,0,24,0.00,16
2014-06-06,0,0,24,0.00,39
2014-06-07,0,1,26,3.05,168
2014-06-08,0,1,39,5.33,79
2014-06-09,0,0,26,0.00,82
2014-06-10,0,1,35,11.43,81
2014-06-11,0,1,24,5.08,72
2014-06-12,0,1,35,0.25,25
2014-06-13,0,0,32,0.00,29
2014-06-14,0,0,27,0.00,111
2014-06-15,0,0,47,0.0,124
2014-06-16,0,0,29,0.00,115
2014-06-17,0,0,47,0.00,79
2014-06-18,0,1,50,20.32,54
2014-06-19,0,1,26,9.91,43
2014-06-20,0,1,26,0.76,42
2014-06-21,0,1,47,18.54,119
2014-06-22,0,0,19,0.00,95
2014-06-23,0,1,21,4.06,120
2014-06-24,0,1,47,29.21,104
2014-06-25,0,1,26,0.51,90
2014-06-26,0,0,19,0.00,36
2014-06-27,0,0,27,0.00,31
2014-06-28,0,1,45,4.06,131
2014-06-29,0,1,45,1.02,335
2014-06-30,0,1,69,52.32,234
2014-07-01,0,1,47,1.02,179
2014-07-02,0,1,29,3.05,35
2014-07-03,0,1,26,1.27,44
2014-07-04,0,0,24,0.00,63
2014-07-05,0,1,29,0.25,190
2014-07-06,0,0,37,0.00,268
2014-07-07,0,1,45,12.19,302
2014-07-08,0,1,45,12.19,212
2014-07-09,0,0,27,0.00,191
2014-07-10,0,0,24,0.00,35
2014-07-11,0,0,23,0.0,55
2014-07-12,0,1,40,84.07,215
2014-07-13,0,1,27,1.02,188
2014-07-14,0,1,34,9.40,281
2014-07-15,0,1,39,1.27,184
2014-07-16,0,0,27,0.00,169
2014-07-17,0,0,24,0.00,35
2014-07-18,0,0,27,0.00,43
2014-07-19,0,0,23,0.00,225
2014-07-20,0,0,21,0.00,271
2014-07-21,0,0,23,0.00,169
2014-07-22,0,1,37,4.83,152
2014-07-23,0,1,40,0.00,113
2014-07-24,0,0,24,0.00,33
2014-07-25,0,0,32,0.0,32
2014-07-26,0,0,24,0.00,242
2014-07-27,0,0,48,1.02,152
2014-07-28,0,0,40,0.00,127
2014-07-29,0,0,35,0.00,115
2014-07-30,0,0,23,0.00,94
2014-07-31,0,0,29,0.00,31
2014-08-01,0,1,47,5.33,41
2014-08-02,0,0,16,0.00,142
2014-08-03,0,0,24,0.00,167
2014-08-04,0,1,34,45.47,197
2014-08-05,0,1,21,1.78,110
2014-08-06,0,0,21,0.00,93
2014-08-07,0,0,26,0.00,35
2014-08-08,0,0,32,0.00,39
2014-08-09,0,0,27,0.00,160
2014-08-10,0,0,23,0.00,108
2014-08-11,0,1,37,29.46,127
2014-08-12,0,1,37,4.06,121
2014-08-13,0,0,34,0.00,83
2014-08-14,0,0,26,0.00,30
2014-08-15,0,0,23,0.00,31
2014-08-16,0,0,24,0.00,118
2014-08-17,0,0,24,0.00,119
2014-08-18,0,0,24,0.00,96
2014-08-19,0,1,47,3.30,92
2014-08-20,0,0,34,0.00,82
2014-08-21,0,1,27,32.77,20
2014-08-22,0,1,26,80.52,35
2014-08-23,0,1,40,12.70,142
2014-08-24,0,0,21,0.00,162
2014-08-25,0,1,58,19.81,115
2014-08-26,0,1,50,0.00,158
2014-08-27,0,0,24,0.00,103
2014-08-28,0,1,24,0.51,29
2014-08-29,0,0,27,0.00,27
2014-08-30,0,0,40,0.0,30
2014-08-31,0,0,26,0.00,145
2014-09-01,0,0,35,0.0,130
2014-09-02,0,0,27,0.00,95
2014-09-03,0,0,26,0.00,89
2014-09-04,0,1,35,5.59,28
2014-09-05,0,1,48,10.92,44
2014-09-06,0,0,24,0.00,123
2014-09-07,0,0,21,0.00,106
2014-09-08,0,0,24,0.00,71
2014-09-09,0,1,26,0.25,90
2014-09-10,0,1,45,40.89,63
2014-09-11,0,0,26,0.00,21
2014-09-12,0,1,29,2.54,16
2014-09-13,0,0,27,0.25,100
2014-09-14,0,0,23,0.00,71
2014-09-15,0,1,26,0.0,77
2014-09-16,0,0,19,0.00,86
2014-09-17,0,0,21,0.00,80
2014-09-18,0,0,23,0.00,19
2014-09-19,0,0,32,0.00,34
2014-09-20,0,1,39,3.05,124
2014-09-21,0,1,40,0.0,92
2014-09-22,0,0,19,0.00,136
2014-09-23,0,0,21,0.00,69
2014-09-24,0,0,24,0.00,73
2014-09-25,0,0,19,0.00,25
2014-09-26,0,0,21,0.00,30
2014-09-27,0,0,16,0.00,94
2014-09-28,0,0,14,0.00,60
2014-09-29,0,1,29,0.0,62
2014-09-30,0,1,24,0.0,69
2014-10-01,0,0,24,0.0,85
2014-10-02,0,1,29,18.03,14
2014-10-03,0,1,39,26.67,18
2014-10-04,1,1,40,1.27,95
2014-10-05,0,1,34,0.0,62
2014-10-06,0,0,34,0.25,68
2014-10-07,0,0,37,0.00,66
2014-10-08,0,0,32,0.00,51
2014-10-09,0,0,16,0.00,22
2014-10-10,0,0,19,0.00,15
2014-10-11,0,0,21,0.00,36
2014-10-12,0,0,32,0.25,72
2014-10-13,0,1,34,11.18,58
2014-10-14,0,1,32,29.97,61
2014-10-15,0,1,24,1.78,44
2014-10-16,0,1,24,0.0,13
2014-10-17,0,0,40,0.25,11
2014-10-18,0,1,34,0.51,74
2014-10-19,0,0,29,0.00,62
2014-10-20,0,0,27,0.00,48
2014-10-21,0,0,34,0.00,45
2014-10-22,0,0,19,0.00,47
2014-10-23,0,0,21,0.0,17
2014-10-24,0,0,19,0.00,16
2014-10-25,0,0,37,0.00,88
2014-10-26,0,0,19,0.00,50
2014-10-27,0,1,40,0.51,75
2014-10-28,0,1,42,0.76,37
2014-10-29,0,0,32,0.00,48
2014-10-30,0,0,23,0.0,30
2014-10-31,1,1,64,1.02,40
2014-11-01,1,0,39,0.0,108
2014-11-02,0,0,32,0.00,74
2014-11-03,0,0,40,0.00,69
2014-11-04,0,1,37,0.51,67
2014-11-05,0,1,32,0.0,70
2014-11-06,0,0,47,0.0,24
2014-11-07,0,0,26,0.00,14
2014-11-08,0,0,39,0.0,79
2014-11-09,0,0,40,0.00,42
2014-11-10,0,0,42,0.00,44
2014-11-11,0,1,39,5.84,34
2014-11-12,1,0,32,0.0,25
2014-11-13,1,0,29,0.0,15
2014-11-14,1,0,23,0.0,10
2014-11-15,1,0,23,0.0,28
2014-11-16,1,0,29,0.0,32
2014-11-17,1,0,48,0.0,27
2014-11-18,1,0,42,0.0,32
2014-11-19,1,0,42,0.0,35
2014-11-20,0,0,40,0.00,17
2014-11-21,0,1,26,0.0,2
2014-11-22,0,1,34,1.27,26
2014-11-23,0,1,27,15.75,14
2014-11-24,1,1,52,8.89,20
2014-11-25,1,0,35,0.0,2
2014-11-26,1,0,23,0.0,19
2014-11-27,1,0,32,0.0,5
2014-11-28,1,0,29,0.0,6
2014-11-29,0,0,37,0.00,29
2014-11-30,0,0,35,0.0,22
2014-12-01,1,0,32,0.0,29
2014-12-02,1,0,34,0.0,37
2014-12-03,0,0,27,0.00,26
2014-12-04,0,0,23,0.00,7
2014-12-05,0,0,21,0.00,4
2014-12-06,0,0,39,0.00,29
2014-12-07,0,0,23,0.00,21
2014-12-08,0,1,24,2.54,17
2014-12-09,1,1,32,0.51,25
2014-12-10,1,0,23,0.0,27
2014-12-11,0,0,23,0.00,10
2014-12-12,1,0,26,0.0,6
2014-12-13,0,0,29,0.00,23
2014-12-14,0,1,26,0.0,10
2014-12-15,0,1,27,3.05,15
2014-12-16,1,1,37,0.51,14
2014-12-17,1,0,29,0.0,15
2014-12-18,1,0,16,0.0,8
2014-12-19,1,0,19,0.0,2
2014-12-20,1,0,16,0.0,17
2014-12-21,0,0,26,0.00,20
2014-12-22,0,1,29,7.11,7
2014-12-23,0,1,34,3.05,1
2014-12-24,0,1,29,3.05,6
2014-12-25,0,0,34,0.00,3
2014-12-26,0,0,27,0.00,4
2014-12-27,0,1,47,0.0,23
2014-12-28,0,0,27,0.00,9
2014-12-29,0,0,24,0.00,10
2014-12-30,0,0,26,0.00,8
2014-12-31,0,0,39,0.00,1
2015-01-01,0,0,39,0.00,11
2015-01-02,0,0,16,0.00,10
2015-01-03,1,1,19,13.97,7
2015-01-04,1,1,39,2.54,8
2015-01-05,1,0,27,2.79,2
2015-01-06,1,0,40,0.0,4
2015-01-07,0,0,42,0.00,4
2015-01-08,1,0,47,1.27,3
2015-01-09,1,0,48,0.0,6
2015-01-10,0,0,39,0.00,8
2015-01-11,1,0,26,3.05,6
2015-01-12,1,0,39,0.76,9
2015-01-13,1,0,32,0.0,6
2015-01-14,0,0,23,0.00,6
2015-01-15,0,0,34,0.00,2
2015-01-16,0,0,23,0.00,7
2015-01-17,0,0,40,0.00,14
2015-01-18,0,0,34,0.00,11
2015-01-19,1,1,19,0.0,10
2015-01-20,0,0,23,0.25,9
2015-01-21,1,0,23,0.0,8
2015-01-22,0,0,24,0.00,4
2015-01-23,0,0,27,0.00,9
2015-01-24,0,0,27,0.00,5
2015-01-25,1,1,42,1.52,7
2015-01-26,1,0,26,1.02,6
2015-01-27,1,0,23,0.0,10
2015-01-28,0,1,34,0.76,4
2015-01-29,1,0,39,0.0,1
2015-01-30,1,0,37,0.0,1
2015-01-31,1,1,27,3.30,1
2015-02-01,1,0,48,3.05,1
2015-02-02,1,0,40,0.0,1
2015-02-03,1,0,24,1.27,1
2015-02-04,1,0,29,0.0,1
2015-02-05,0,0,29,0.00,1
2015-02-06,0,0,24,0.00,3
2015-02-07,0,0,24,0.00,4
2015-02-08,0,1,35,0.0,6
2015-02-09,1,0,37,0.0,4
2015-02-10,1,0,29,0.0,2
2015-02-11,1,0,39,0.0,2
2015-02-12,1,0,45,0.0,2
2015-02-13,1,0,32,0.0,5
2015-02-14,1,0,60,0.0,10
2015-02-15,1,0,29,0.0,6
2015-02-16,0,0,16,0.00,2
2015-02-17,1,0,34,0.0,3
2015-02-18,1,0,39,0.0,2
2015-02-19,0,0,34,0.00,2
2015-02-20,1,0,35,0.0,4
2015-02-21,0,0,19,0.00,8
2015-02-22,0,0,32,0.00,4
2015-02-23,0,0,29,0.00,2
2015-02-24,1,0,42,0.0,1
2015-02-25,1,0,26,1.52,1
2015-02-26,1,0,37,0.25,1
2015-02-27,0,0,23,0.00,1
2015-02-28,1,0,23,0.0,9
2015-03-01,1,0,27,0.25,7
2015-03-02,0,0,23,0.00,5
2015-03-03,1,1,37,2.54,4
2015-03-04,0,0,35,0.00,4
2015-03-05,0,0,26,0.00,3
2015-03-06,0,0,39,0.00,11
2015-03-07,0,0,34,0.00,16
2015-03-08,1,0,24,0.0,15
2015-03-09,0,0,23,0.00,26
2015-03-10,0,0,21,0.00,21
2015-03-11,0,0,26,0.00,15
2015-03-12,0,0,32,0.00,9
2015-03-13,0,0,21,0.00,52
2015-03-14,0,0,37,0.00,44
2015-03-15,0,0,35,0.00,37
2015-03-16,0,0,47,0.00,34
2015-03-17,0,0,52,0.00,21
2015-03-18,0,0,24,0.00,16
2015-03-19,0,0,29,0.00,13
2015-03-20,0,0,26,0.00,21
2015-03-21,0,0,32,0.00,20
2015-03-22,1,0,29,0.0,13
2015-03-23,1,0,32,3.81,26
2015-03-24,0,1,29,1.02,20
2015-03-25,0,1,37,3.30,17
2015-03-26,1,0,29,0.0,8
2015-03-27,1,0,34,0.25,37
2015-03-28,0,0,21,0.00,34
2015-03-29,0,1,47,1.02,49
2015-03-30,0,0,37,0.00,38
2015-03-31,0,0,37,0.00,18
2015-04-01,0,0,35,0.00,12
2015-04-02,0,1,32,6.86,8
2015-04-03,0,0,32,0.0,41
2015-04-04,0,0,45,0.00,25
2015-04-05,0,0,35,0.00,33
2015-04-06,0,1,32,1.78,29
2015-04-07,0,1,29,1.02,51
2015-04-08,0,1,32,2.03,30
2015-04-09,0,1,58,24.13,24
2015-04-10,0,0,58,0.0,70
2015-04-11,0,0,26,0.00,75
2015-04-12,0,0,32,0.00,79
2015-04-13,0,1,39,3.56,50
2015-04-14,0,0,19,0.00,50
2015-04-15,0,0,35,0.00,27
2015-04-16,0,1,23,8.64,24
2015-04-17,0,0,21,0.00,90
2015-04-18,0,0,39,0.00,75
2015-04-19,0,1,29,10.67,68
2015-04-20,0,1,47,0.0,37
2015-04-21,0,0,58,0.00,57
2015-04-22,0,0,35,0.0,12
2015-04-23,0,0,32,0.00,18
2015-04-24,0,1,35,7.37,85
2015-04-25,0,1,40,8.64,71
2015-04-26,0,0,39,0.00,67
2015-04-27,0,0,37,0.00,55
2015-04-28,0,0,26,0.00,35
2015-04-29,0,1,27,0.0,31
2015-04-30,0,0,39,0.00,25
2015-05-01,0,0,19,0.00,77
2015-05-02,0,0,26,0.00,62
2015-05-03,0,1,39,5.08,74
2015-05-04,0,1,32,0.0,61
2015-05-05,0,1,27,20.07,67
2015-05-06,0,0,23,0.00,33
2015-05-07,0,0,40,0.00,18
2015-05-08,0,1,40,7.11,44
2015-05-09,0,1,34,9.65,52
2015-05-10,0,1,23,4.06,63
2015-05-11,0,1,45,3.56,67
2015-05-12,0,1,45,0.0,29
2015-05-13,0,0,27,0.00,13
2015-05-14,0,1,32,3.30,20
2015-05-15,0,1,27,0.76,78
2015-05-16,0,1,26,0.0,65
2015-05-17,0,0,42,0.0,52
2015-05-18,0,0,40,0.00,60
2015-05-19,0,0,27,0.00,61
2015-05-20,0,1,29,0.51,19
2015-05-21,0,1,29,0.0,15
2015-05-22,0,0,27,0.00,24
2015-05-23,0,0,24,0.00,90
2015-05-24,0,1,29,11.18,66
2015-05-25,0,1,45,1.52,90
2015-05-26,0,1,50,10.67,43
2015-05-27,0,1,39,1.52,23
2015-05-28,0,0,26,0.00,25
2015-05-29,0,1,29,4.57,74
2015-05-30,0,1,45,20.07,91
2015-05-31,0,1,35,1.27,74
2015-06-01,0,0,29,0.00,74
2015-06-02,0,0,24,0.00,60
2015-06-03,0,0,23,0.00,36
2015-06-04,0,0,23,0.00,24
2015-06-05,0,0,42,0.00,75
2015-06-06,0,0,26,0.00,96
2015-06-07,0,1,37,11.18,75
2015-06-08,0,1,47,2.54,76
2015-06-09,0,0,27,0.00,45
2015-06-10,0,1,40,2.29,29
2015-06-11,0,1,26,5.08,17
2015-06-12,0,1,32,4.32,68
2015-06-13,0,1,39,4.83,91
2015-06-14,0,1,29,24.89,82
2015-06-15,0,1,39,6.10,64
2015-06-16,0,1,24,0.0,74
2015-06-17,0,1,14,8.38,21
2015-06-18,0,1,40,12.19,26
2015-06-19,0,0,26,0.00,128
2015-06-20,0,1,39,5.59,122
2015-06-21,0,1,26,0.0,150
2015-06-22,0,1,50,1.02,72
2015-06-23,0,0,35,0.00,74
2015-06-24,0,0,24,0.00,54
2015-06-25,0,1,24,4.06,44
2015-06-26,0,1,27,17.78,107
2015-06-27,0,1,32,0.0,101
2015-06-28,0,1,29,0.0,98
2015-06-29,0,1,19,0.76,90
2015-06-30,0,0,32,0.00,47
2015-07-01,0,0,26,0.00,10
2015-07-02,0,0,27,0.00,23
2015-07-03,0,0,21,0.00,123
2015-07-04,0,0,19,0.00,94
2015-07-05,0,0,23,0.00,90
2015-07-06,0,1,37,14.22,82
2015-07-07,0,1,42,6.35,85
2015-07-08,0,1,21,0.0,39
2015-07-09,0,1,24,1.02,33
2015-07-10,0,0,23,0.00,120
2015-07-11,0,1,21,0.76,110
2015-07-12,0,1,21,1.52,107
2015-07-13,0,1,48,16.76,72
2015-07-14,0,0,39,0.00,74
2015-07-15,0,0,27,0.00,39
2015-07-16,0,1,29,13.21,50
2015-07-17,0,1,29,0.76,173
2015-07-18,0,1,47,0.76,121
2015-07-19,0,0,35,0.00,91
2015-07-20,0,0,26,0.00,90
2015-07-21,0,0,24,0.00,108
2015-07-22,0,0,21,0.00,41
2015-07-23,0,0,23,0.00,21
2015-07-24,0,0,34,0.00,107
2015-07-25,0,0,32,0.00,99
2015-07-26,0,1,19,0.0,99
2015-07-27,0,0,27,0.00,85
2015-07-28,0,0,26,0.00,73
2015-07-29,0,1,35,1.78,25
2015-07-30,0,0,27,0.00,107
2015-07-31,0,0,45,0.0,561
2015-08-01,0,0,32,0.00,266
2015-08-02,0,1,58,26.92,202
2015-08-03,0,0,32,0.00,169
2015-08-04,0,0,32,0.00,109
2015-08-05,0,0,26,0.00,39
2015-08-06,0,0,26,0.00,44
2015-08-07,0,0,24,0.00,165
2015-08-08,0,0,21,0.00,151
2015-08-09,0,1,23,0.0,156
2015-08-10,0,1,34,6.35,104
2015-08-11,0,0,32,0.00,101
2015-08-12,0,0,24,0.00,28
2015-08-13,0,0,32,0.00,19
2015-08-14,0,1,52,4.32,143
2015-08-15,0,1,40,4.32,115
2015-08-16,0,0,29,0.00,158
2015-08-17,0,1,42,10.41,113
2015-08-18,0,1,53,23.88,116
2015-08-19,0,1,39,0.0,39
2015-08-20,0,0,40,0.00,23
2015-08-21,0,0,27,0.00,126
2015-08-22,0,0,34,0.00,142
2015-08-23,0,1,39,2.29,91
2015-08-24,0,0,47,0.00,105
2015-08-25,0,0,29,0.00,74
2015-08-26,0,0,16,0.00,22
2015-08-27,0,0,23,0.00,29
2015-08-28,0,0,16,0.0,121
2015-08-29,0,1,21,9.40,125
2015-08-30,0,0,14,0.00,85
2015-08-31,0,0,19,0.00,77
2015-09-01,0,0,32,0.00,71
2015-09-02,0,0,27,0.00,14
2015-09-03,0,0,34,0.0,13
2015-09-04,0,0,26,0.00,32
2015-09-05,0,0,26,0.51,103
2015-09-06,0,0,29,0.00,78
2015-09-07,0,0,23,0.0,79
2015-09-08,0,1,40,23.11,53
2015-09-09,0,0,23,0.00,24
2015-09-10,0,1,40,5.08,20
2015-09-11,0,1,35,5.84,102
2015-09-12,0,1,34,4.06,85
2015-09-13,0,0,23,0.00,94
2015-09-14,0,0,35,0.00,82
2015-09-15,0,0,32,0.00,50
2015-09-16,0,0,34,0.00,38
2015-09-17,0,1,34,6.60,22
2015-09-18,0,1,34,80.01,101
2015-09-19,0,1,37,1.02,78
2015-09-20,0,0,19,0.00,76
2015-09-21,0,0,21,0.00,103
2015-09-22,0,0,21,0.00,55
2015-09-23,0,0,24,0.00,35
2015-09-24,0,0,21,0.00,28
2015-09-25,0,0,27,0.00,83
2015-09-26,0,0,26,0.00,58
2015-09-27,0,1,21,0.0,74
2015-09-28,0,0,23,0.00,83
2015-09-29,0,0,39,0.0,50
2015-09-30,0,0,40,0.00,28
2015-10-01,0,0,52,0.00,11
2015-10-02,0,0,45,0.00,104
2015-10-03,0,1,42,1.02,70
